attention,blinkStrength,delta,highAlpha,highBeta,highGamma,lowAlpha,lowBeta,lowGamma,meditation,theta,label
44,0,947198,150683,16884,4718,4707,11855,13561,60,109350,2
44,51,947198,150683,16884,4718,4707,11855,13561,60,109350,2
44,46,947198,150683,16884,4718,4707,11855,13561,60,109350,2
44,41,947198,150683,16884,4718,4707,11855,13561,60,109350,2
44,56,947198,150683,16884,4718,4707,11855,13561,60,109350,2
48,0,594931,130049,13737,2514,26356,70938,5092,56,227050,2
48,47,594931,130049,13737,2514,26356,70938,5092,56,227050,2
48,34,594931,130049,13737,2514,26356,70938,5092,56,227050,2
48,33,594931,130049,13737,2514,26356,70938,5092,56,227050,2
48,43,594931,130049,13737,2514,26356,70938,5092,56,227050,2
48,0,594931,130049,13737,2514,26356,70938,5092,56,227050,2
48,0,594931,130049,13737,2514,26356,70938,5092,56,227050,2
50,0,183158,45409,4645,283,2692,3205,1259,63,68871,2
50,42,183158,45409,4645,283,2692,3205,1259,63,68871,2
50,37,183158,45409,4645,283,2692,3205,1259,63,68871,2
50,0,264101,23535,2720,380,9141,1991,2143,67,11932,2
50,35,264101,23535,2720,380,9141,1991,2143,67,11932,2
30,0,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,34,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,44,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,42,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,40,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,49,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,43,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,34,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,35,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
30,31,504070,286063,8967,1200,35354,6851,3719,61,1128647,2
21,0,916191,924674,41000,13129,198675,138172,32164,63,927093,2
21,34,916191,924674,41000,13129,198675,138172,32164,63,927093,2
21,36,916191,924674,41000,13129,198675,138172,32164,63,927093,2
21,33,916191,924674,41000,13129,198675,138172,32164,63,927093,2
21,32,916191,924674,41000,13129,198675,138172,32164,63,927093,2
21,32,916191,924674,41000,13129,198675,138172,32164,63,927093,2
17,0,1995557,364758,60519,6086,82878,113907,28689,48,790486,2
17,37,1995557,364758,60519,6086,82878,113907,28689,48,790486,2
17,45,1995557,364758,60519,6086,82878,113907,28689,48,790486,2
17,46,1995557,364758,60519,6086,82878,113907,28689,48,790486,2
17,43,1995557,364758,60519,6086,82878,113907,28689,48,790486,2
38,0,659138,188304,12612,1681,2571,16700,4604,67,79678,2
38,35,659138,188304,12612,1681,2571,16700,4604,67,79678,2
38,31,659138,188304,12612,1681,2571,16700,4604,67,79678,2
38,31,659138,188304,12612,1681,2571,16700,4604,67,79678,2
35,0,713388,178837,11844,1644,51226,20013,9357,75,182350,2
35,31,713388,178837,11844,1644,51226,20013,9357,75,182350,2
35,35,713388,178837,11844,1644,51226,20013,9357,75,182350,2
35,34,713388,178837,11844,1644,51226,20013,9357,75,182350,2
40,0,501088,274421,13824,720,22148,13335,5092,81,154880,2
40,40,501088,274421,13824,720,22148,13335,5092,81,154880,2
40,38,501088,274421,13824,720,22148,13335,5092,81,154880,2
41,0,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,32,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,31,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,33,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,33,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,33,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,0,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
41,0,1870396,644707,124311,7777,129507,159593,31875,80,1559094,2
30,0,2339556,825427,41096,12564,170806,51027,27867,67,1765289,2
30,33,2339556,825427,41096,12564,170806,51027,27867,67,1765289,2
30,45,2339556,825427,41096,12564,170806,51027,27867,67,1765289,2
30,39,2339556,825427,41096,12564,170806,51027,27867,67,1765289,2
30,36,2339556,825427,41096,12564,170806,51027,27867,67,1765289,2
30,44,2339556,825427,41096,12564,170806,51027,27867,67,1765289,2
27,0,431575,122592,10822,2049,13309,35896,3750,56,369511,2
27,39,431575,122592,10822,2049,13309,35896,3750,56,369511,2
27,32,431575,122592,10822,2049,13309,35896,3750,56,369511,2
27,33,431575,122592,10822,2049,13309,35896,3750,56,369511,2
34,0,3103865,385650,71725,6616,277655,92955,18118,50,559572,2
34,31,3103865,385650,71725,6616,277655,92955,18118,50,559572,2
26,0,1114993,328054,12905,2480,21737,7523,4869,69,100904,2
26,41,1114993,328054,12905,2480,21737,7523,4869,69,100904,2
26,52,1114993,328054,12905,2480,21737,7523,4869,69,100904,2
26,53,1114993,328054,12905,2480,21737,7523,4869,69,100904,2
43,0,1442055,921110,116440,9903,35816,54868,15065,80,597888,2
43,35,1442055,921110,116440,9903,35816,54868,15065,80,597888,2
43,33,1442055,921110,116440,9903,35816,54868,15065,80,597888,2
43,33,1442055,921110,116440,9903,35816,54868,15065,80,597888,2
43,31,1442055,921110,116440,9903,35816,54868,15065,80,597888,2
48,0,713927,59466,5639,303,3152,2847,3136,84,99657,2
48,33,713927,59466,5639,303,3152,2847,3136,84,99657,2
48,41,713927,59466,5639,303,3152,2847,3136,84,99657,2
48,39,713927,59466,5639,303,3152,2847,3136,84,99657,2
48,0,591893,165746,16206,925,19174,17336,7951,66,106569,2
48,31,591893,165746,16206,925,19174,17336,7951,66,106569,2
48,32,591893,165746,16206,925,19174,17336,7951,66,106569,2
29,0,362539,265147,11524,2018,31871,11357,5177,54,677433,2
29,32,362539,265147,11524,2018,31871,11357,5177,54,677433,2
29,37,362539,265147,11524,2018,31871,11357,5177,54,677433,2
29,48,362539,265147,11524,2018,31871,11357,5177,54,677433,2
29,35,362539,265147,11524,2018,31871,11357,5177,54,677433,2
29,37,362539,265147,11524,2018,31871,11357,5177,54,677433,2
35,0,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
35,40,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
35,36,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
35,34,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
35,40,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
35,0,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
35,0,1724456,221893,24679,2773,13089,34693,7947,61,179390,2
38,0,1687429,546846,87910,10170,127489,33105,24928,63,1405597,2
38,34,1687429,546846,87910,10170,127489,33105,24928,63,1405597,2
38,34,1687429,546846,87910,10170,127489,33105,24928,63,1405597,2
38,32,1687429,546846,87910,10170,127489,33105,24928,63,1405597,2
26,0,261387,279050,21102,3123,28465,7770,3615,48,976110,2
26,36,261387,279050,21102,3123,28465,7770,3615,48,976110,2
26,40,261387,279050,21102,3123,28465,7770,3615,48,976110,2
26,42,261387,279050,21102,3123,28465,7770,3615,48,976110,2
26,35,261387,279050,21102,3123,28465,7770,3615,48,976110,2
26,48,261387,279050,21102,3123,28465,7770,3615,48,976110,2
26,32,261387,279050,21102,3123,28465,7770,3615,48,976110,2
38,0,986072,191858,11553,1958,29019,10129,7120,64,79947,2
38,53,986072,191858,11553,1958,29019,10129,7120,64,79947,2
38,32,986072,191858,11553,1958,29019,10129,7120,64,79947,2
38,31,986072,191858,11553,1958,29019,10129,7120,64,79947,2
37,0,1138373,150138,14416,1567,1635,20160,4628,63,134181,2
37,31,1138373,150138,14416,1567,1635,20160,4628,63,134181,2
37,36,1138373,150138,14416,1567,1635,20160,4628,63,134181,2
37,31,1138373,150138,14416,1567,1635,20160,4628,63,134181,2
37,37,1138373,150138,14416,1567,1635,20160,4628,63,134181,2
37,34,1138373,150138,14416,1567,1635,20160,4628,63,134181,2
35,0,403820,286967,21134,3799,4869,37882,3591,67,314556,2
35,60,403820,286967,21134,3799,4869,37882,3591,67,314556,2
35,41,403820,286967,21134,3799,4869,37882,3591,67,314556,2
35,42,403820,286967,21134,3799,4869,37882,3591,67,314556,2
47,0,621601,96975,18103,1538,12484,30115,5429,74,195317,2
47,46,621601,96975,18103,1538,12484,30115,5429,74,195317,2
47,31,621601,96975,18103,1538,12484,30115,5429,74,195317,2
47,34,621601,96975,18103,1538,12484,30115,5429,74,195317,2
47,35,621601,96975,18103,1538,12484,30115,5429,74,195317,2
41,0,1883367,169326,20240,2382,39210,18394,5304,53,616454,2
41,34,1883367,169326,20240,2382,39210,18394,5304,53,616454,2
41,38,1883367,169326,20240,2382,39210,18394,5304,53,616454,2
37,0,49090,33641,4422,203,3338,2825,2135,43,100720,2
37,37,49090,33641,4422,203,3338,2825,2135,43,100720,2
37,36,49090,33641,4422,203,3338,2825,2135,43,100720,2
37,31,49090,33641,4422,203,3338,2825,2135,43,100720,2
37,31,49090,33641,4422,203,3338,2825,2135,43,100720,2
38,0,889066,290897,14441,1606,12190,12452,5792,56,100116,2
38,31,889066,290897,14441,1606,12190,12452,5792,56,100116,2
38,32,889066,290897,14441,1606,12190,12452,5792,56,100116,2
38,55,889066,290897,14441,1606,12190,12452,5792,56,100116,2
38,35,889066,290897,14441,1606,12190,12452,5792,56,100116,2
38,0,889066,290897,14441,1606,12190,12452,5792,56,100116,2
38,0,889066,290897,14441,1606,12190,12452,5792,56,100116,2
53,0,975258,92225,19378,1732,32157,63487,6930,74,48772,2
53,33,975258,92225,19378,1732,32157,63487,6930,74,48772,2
53,35,975258,92225,19378,1732,32157,63487,6930,74,48772,2
53,33,975258,92225,19378,1732,32157,63487,6930,74,48772,2
51,0,329106,167551,20333,2036,11176,16971,5498,69,559102,2
51,34,329106,167551,20333,2036,11176,16971,5498,69,559102,2
51,45,329106,167551,20333,2036,11176,16971,5498,69,559102,2
37,0,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,41,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,64,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,39,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,32,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,35,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,36,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,33,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,31,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
37,32,1079257,299989,8395,1197,12581,7434,6446,53,687685,2
27,0,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,37,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,44,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,46,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,53,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,39,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,32,1000578,224174,13249,2754,7865,28630,7494,54,88895,2
27,0,1010224,140194,16365,2615,42818,16006,4243,61,390038,2
27,37,1010224,140194,16365,2615,42818,16006,4243,61,390038,2
27,32,1010224,140194,16365,2615,42818,16006,4243,61,390038,2
27,34,1010224,140194,16365,2615,42818,16006,4243,61,390038,2
47,0,213400,46466,6295,224,3395,8084,1777,64,63783,2
47,32,213400,46466,6295,224,3395,8084,1777,64,63783,2
47,31,213400,46466,6295,224,3395,8084,1777,64,63783,2
47,37,213400,46466,6295,224,3395,8084,1777,64,63783,2
30,0,658534,154136,8927,1138,2242,30385,5793,56,556224,2
30,0,836318,167638,12573,6046,13607,25672,8107,50,165565,2
30,31,836318,167638,12573,6046,13607,25672,8107,50,165565,2
30,33,836318,167638,12573,6046,13607,25672,8107,50,165565,2
30,33,836318,167638,12573,6046,13607,25672,8107,50,165565,2
30,36,836318,167638,12573,6046,13607,25672,8107,50,165565,2
29,0,432026,186889,11620,1847,38045,10184,4623,54,258209,2
29,31,432026,186889,11620,1847,38045,10184,4623,54,258209,2
29,31,432026,186889,11620,1847,38045,10184,4623,54,258209,2
29,33,432026,186889,11620,1847,38045,10184,4623,54,258209,2
29,0,432026,186889,11620,1847,38045,10184,4623,54,258209,2
29,0,432026,186889,11620,1847,38045,10184,4623,54,258209,2
26,0,254804,51973,4663,648,7754,3712,2244,60,51579,2
26,41,254804,51973,4663,648,7754,3712,2244,60,51579,2
26,38,254804,51973,4663,648,7754,3712,2244,60,51579,2
26,38,254804,51973,4663,648,7754,3712,2244,60,51579,2
26,33,254804,51973,4663,648,7754,3712,2244,60,51579,2
26,33,254804,51973,4663,648,7754,3712,2244,60,51579,2
43,0,228170,143198,28525,4452,2613,34610,4069,66,229601,2
43,35,228170,143198,28525,4452,2613,34610,4069,66,229601,2
43,32,228170,143198,28525,4452,2613,34610,4069,66,229601,2
43,34,228170,143198,28525,4452,2613,34610,4069,66,229601,2
48,0,1099939,526856,93199,7419,119614,52825,53719,61,1015478,2
48,34,1099939,526856,93199,7419,119614,52825,53719,61,1015478,2
48,38,1099939,526856,93199,7419,119614,52825,53719,61,1015478,2
48,0,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,60,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,33,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,32,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,44,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,38,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,37,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
48,32,1694093,342306,16468,3318,10016,43896,7955,63,310359,2
44,0,359652,151417,11524,1612,29244,22773,6766,61,194306,2
44,33,359652,151417,11524,1612,29244,22773,6766,61,194306,2
44,31,359652,151417,11524,1612,29244,22773,6766,61,194306,2
44,33,359652,151417,11524,1612,29244,22773,6766,61,194306,2
44,33,359652,151417,11524,1612,29244,22773,6766,61,194306,2
44,57,359652,151417,11524,1612,29244,22773,6766,61,194306,2
29,0,275265,251618,16760,3621,45165,16649,7022,57,798603,2
29,31,275265,251618,16760,3621,45165,16649,7022,57,798603,2
43,0,315834,2,1,1,4459,1689,374,61,10249,2
40,0,1247530,69500,6700,44000,24324,8136,4440,63,27882,2
40,108,1247530,3,3,2,24324,8136,4440,63,27882,2
53,0,414600,6,6,1,8100,12666,3455,64,19977,2
53,90,414600,78970,30500,58000,8100,12666,3455,64,19977,2
41,0,587787,4,3,3,14581,17436,4778,63,128743,2
41,0,587787,6,6,1,14581,17436,4778,63,128743,2
41,0,587787,78970,30500,58000,14581,17436,4778,63,128743,2
41,56,587787,4,3,3,14581,17436,4778,63,128743,2
41,80,587787,1,3,7,14581,17436,4778,63,128743,2
60,0,1693793,83410,70100,80000,9112,15964,6661,44,72366,2
51,0,1147460,4,3,2,5050,11557,1645,47,32142,2
51,72,1147460,1,3,7,5050,11557,1645,47,32142,2
51,76,1147460,83410,70100,80000,5050,11557,1645,47,32142,2
63,0,205742,4,3,2,11175,9096,1745,47,22326,2
63,40,205742,2,6,4,11175,9096,1745,47,22326,2
38,0,753653,58910,51900,25500,27101,12324,2048,51,67215,2
38,255,753653,4,3,3,27101,12324,2048,51,67215,2
38,0,1606009,2,6,4,368347,76404,30873,51,285914,2
29,0,744308,58910,51900,25500,29091,17731,5095,48,113956,2
29,65,744308,4,3,3,29091,17731,5095,48,113956,2
48,0,1520353,2,6,4,23243,103106,5300,51,54929,2
48,45,1520353,58910,51900,25500,23243,103106,5300,51,54929,2
43,0,822439,4,3,3,20186,4299,1153,53,104931,2
43,0,822439,2,6,4,20186,4299,1153,53,104931,2
43,0,822439,58910,51900,25500,20186,4299,1153,53,104931,2
43,0,1837591,4,3,3,14890,71000,7260,53,130981,2
43,78,1837591,2,6,4,14890,71000,7260,53,130981,2
41,0,69372,58910,51900,25500,1316,5097,486,50,34658,2
43,0,1195142,4,3,3,29413,27691,8003,43,497718,2
43,143,1195142,2,3,1,29413,27691,8003,43,497718,2
43,72,1195142,72060,18930,43200,29413,27691,8003,43,497718,2
48,0,1236071,4,4,3,63398,104538,66260,41,125949,2
64,0,1854710,2,2,8,59769,71380,3435,50,46213,2
64,179,1854710,80210,76500,57000,59769,71380,3435,50,46213,2
64,61,1854710,4,3,2,59769,71380,3435,50,46213,2
64,35,1854710,2,2,8,59769,71380,3435,50,46213,2
75,0,831115,80210,76500,57000,25160,8142,1777,60,40224,2
54,0,1514205,4,3,2,123432,52688,6174,67,257438,2
54,160,1514205,2,2,8,123432,52688,6174,67,257438,2
60,0,632396,80210,76500,57000,70201,65033,12173,57,88207,2
60,54,632396,4,3,2,70201,65033,12173,57,88207,2
60,0,632396,6,1,3,70201,65033,12173,57,88207,2
60,0,632396,77000,88900,99000,70201,65033,12173,57,88207,2
38,0,67123,2,3,2,4093,2020,392,48,53917,2
38,75,67123,6,1,3,4093,2020,392,48,53917,2
21,0,1648577,77000,88900,99000,74017,63825,28694,37,951382,2
21,68,1648577,2,3,2,74017,63825,28694,37,951382,2
8,0,1502669,2,3,1,11734,6885,5719,37,56736,2
8,218,1502669,41580,70300,8700,11734,6885,5719,37,56736,2
8,175,1502669,4,3,3,11734,6885,5719,37,56736,2
4,0,78997,2,3,1,42272,16515,10064,40,103836,2
27,0,758042,41580,70300,8700,16314,7412,2195,50,43454,2
48,0,1069318,4,3,3,145156,235912,29201,44,944185,2
48,0,72308,7,6,1,5512,1888,596,41,21625,2
67,0,893099,72130,22280,53500,2553,4287,2532,41,32784,2
67,135,893099,4,4,4,2553,4287,2532,41,32784,2
67,82,893099,7,7,5,2553,4287,2532,41,32784,2
67,81,893099,31440,33900,45500,2553,4287,2532,41,32784,2
67,42,893099,4,3,3,2553,4287,2532,41,32784,2
64,0,1673102,7,7,5,342516,348055,89416,35,1132109,2
64,0,1673102,31440,33900,45500,342516,348055,89416,35,1132109,2
64,0,1673102,4,3,3,342516,348055,89416,35,1132109,2
64,63,1673102,6,3,4,342516,348055,89416,35,1132109,2
64,37,1673102,53980,40910,36500,342516,348055,89416,35,1132109,2
50,0,102537,4,4,3,3488,703,413,54,8160,2
50,40,102537,6,3,4,3488,703,413,54,8160,2
61,0,524853,53980,40910,36500,55357,106552,14400,54,171834,2
61,78,524853,4,4,3,55357,106552,14400,54,171834,2
61,0,2040628,5,3,5,157933,47453,23880,54,87965,2
63,0,319974,6900,66800,4000,3628,13868,851,47,27532,2
57,0,1172656,4,3,2,54526,70151,28987,44,292058,2
57,72,1172656,5,3,5,54526,70151,28987,44,292058,2
83,0,323077,6900,66800,4000,2850,23300,1351,24,53982,2
83,35,323077,4,3,2,2850,23300,1351,24,53982,2
83,213,323077,5,3,5,2850,23300,1351,24,53982,2
83,57,323077,6900,66800,4000,2850,23300,1351,24,53982,2
60,0,2061622,4,3,2,89130,132223,42485,30,1181205,2
60,0,657575,1,5,5,16279,5423,1033,41,33886,2
48,0,960644,31138,60790,57900,24837,5448,5004,44,116160,2
48,0,960644,5,4,3,24837,5448,5004,44,116160,2
48,0,960644,1,5,5,24837,5448,5004,44,116160,2
48,64,960644,31138,60790,57900,24837,5448,5004,44,116160,2
48,63,960644,5,4,3,24837,5448,5004,44,116160,2
48,75,960644,1,2,1,24837,5448,5004,44,116160,2
43,0,162047,33080,17900,54000,1853,2487,2861,34,46088,2
56,0,1745756,4,3,2,4033,8165,883,47,24071,2
56,46,1745756,1,2,3,4033,8165,883,47,24071,2
56,0,39134,52187,77290,20000,26803,33504,4805,47,77672,2
56,250,39134,5,4,3,26803,33504,4805,47,77672,2
56,0,352035,1,2,3,10265,12244,1888,47,16999,2
51,0,1613046,52187,77290,20000,6994,22059,2556,43,28073,2
56,0,1917553,5,4,3,194726,194823,35365,38,1239680,2
61,0,751973,1,2,3,18780,13568,4783,44,149120,2
51,0,1995986,52187,77290,20000,13134,9566,3975,40,106113,2
51,66,1995986,5,4,3,13134,9566,3975,40,106113,2
51,51,1995986,5,9,3,13134,9566,3975,40,106113,2
51,0,587022,32220,50890,65030,10850,2230,1671,30,42498,2
51,0,587022,4,4,4,10850,2230,1671,30,42498,2
51,0,587022,1,3,4,10850,2230,1671,30,42498,2
51,83,587022,91584,24230,29600,10850,2230,1671,30,42498,2
70,0,961880,5,4,3,57802,40205,9023,48,66788,2
70,94,961880,1,3,4,57802,40205,9023,48,66788,2
70,58,961880,91584,24230,29600,57802,40205,9023,48,66788,2
75,0,1992826,5,4,3,129921,110850,19993,50,449061,2
75,0,388760,1,3,4,8659,3742,4492,56,35780,2
75,81,388760,91584,24230,29600,8659,3742,4492,56,35780,2
75,55,388760,5,4,3,8659,3742,4492,56,35780,2
75,77,388760,1,3,4,8659,3742,4492,56,35780,2
35,0,2533975,91584,24230,29600,42691,32330,17719,51,176605,2
26,0,413277,5,4,3,2756,720,637,60,5474,2
26,194,413277,2,8,9,2756,720,637,60,5474,2
26,51,413277,8000,39900,43000,2756,720,637,60,5474,2
35,0,1717229,4,3,2,36003,38405,15319,57,109857,2
43,0,427806,1,3,4,7377,16601,828,60,47438,2
43,62,427806,96552,35710,81600,7377,16601,828,60,47438,2
47,0,1053489,5,4,3,47484,26498,18744,48,335100,2
47,176,1053489,1,3,4,47484,26498,18744,48,335100,2
47,71,1053489,96552,35710,81600,47484,26498,18744,48,335100,2
44,0,1620162,5,4,3,2440,10852,7421,34,127504,2
44,0,1620162,4,3,3,2440,10852,7421,34,127504,2
44,0,1620162,96420,8860,41200,2440,10852,7421,34,127504,2
41,0,513566,4,4,3,15531,19698,2261,38,75908,2
41,142,513566,4,3,3,15531,19698,2261,38,75908,2
41,63,513566,96420,8860,41200,15531,19698,2261,38,75908,2
54,0,1045118,4,4,3,16965,17149,30053,38,99422,2
54,73,1045118,4,3,3,16965,17149,30053,38,99422,2
70,0,888912,96420,8860,41200,27995,18838,7508,35,253111,2
