attention,blinkStrength,delta,highAlpha,highBeta,highGamma,lowAlpha,lowBeta,lowGamma,meditation,theta,label
23,35,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,33,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,50,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,33,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,56,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,41,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,41,727814,146703,14913,3216,69528,37667,11430,41,365817,2
23,32,727814,146703,14913,3216,69528,37667,11430,41,365817,2
57,0,711282,182751,13057,2775,6445,15580,4073,75,53017,2
57,44,711282,182751,13057,2775,6445,15580,4073,75,53017,2
57,38,711282,182751,13057,2775,6445,15580,4073,75,53017,2
57,33,711282,182751,13057,2775,6445,15580,4073,75,53017,2
47,0,876826,217279,11801,3366,12196,15414,5449,78,390258,2
47,33,876826,217279,11801,3366,12196,15414,5449,78,390258,2
47,51,876826,217279,11801,3366,12196,15414,5449,78,390258,2
53,0,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,35,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,35,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,66,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,37,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,32,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,31,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,31,209637,41155,6751,439,4159,8294,1909,75,85107,2
53,32,209637,41155,6751,439,4159,8294,1909,75,85107,2
29,0,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,45,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,31,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,52,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,34,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,42,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,58,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,41,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
29,34,844954,647550,63930,7614,29567,69879,42003,40,1391920,2
37,0,220740,21664,5758,667,2083,4424,1070,37,68083,2
37,32,220740,21664,5758,667,2083,4424,1070,37,68083,2
37,44,220740,21664,5758,667,2083,4424,1070,37,68083,2
37,33,220740,21664,5758,667,2083,4424,1070,37,68083,2
37,34,220740,21664,5758,667,2083,4424,1070,37,68083,2
38,0,306067,57816,3584,459,431,3343,2236,51,63108,2
38,42,306067,57816,3584,459,431,3343,2236,51,63108,2
38,49,306067,57816,3584,459,431,3343,2236,51,63108,2
38,47,306067,57816,3584,459,431,3343,2236,51,63108,2
38,35,306067,57816,3584,459,431,3343,2236,51,63108,2
38,0,306067,57816,3584,459,431,3343,2236,51,63108,2
38,0,306067,57816,3584,459,431,3343,2236,51,63108,2
34,0,1210831,213771,10684,1021,20861,25015,2684,54,377262,2
34,33,1210831,213771,10684,1021,20861,25015,2684,54,377262,2
34,35,1210831,213771,10684,1021,20861,25015,2684,54,377262,2
34,32,1210831,213771,10684,1021,20861,25015,2684,54,377262,2
34,32,1210831,213771,10684,1021,20861,25015,2684,54,377262,2
27,0,545117,243162,19453,2147,9447,19657,9382,47,763567,2
27,38,545117,243162,19453,2147,9447,19657,9382,47,763567,2
27,46,545117,243162,19453,2147,9447,19657,9382,47,763567,2
27,39,545117,243162,19453,2147,9447,19657,9382,47,763567,2
27,0,228693,41775,5734,489,11053,2869,2509,57,46441,2
21,0,3034857,948362,50716,6638,79152,37077,26567,51,2242731,2
21,33,3034857,948362,50716,6638,79152,37077,26567,51,2242731,2
21,32,3034857,948362,50716,6638,79152,37077,26567,51,2242731,2
21,40,3034857,948362,50716,6638,79152,37077,26567,51,2242731,2
21,43,3034857,948362,50716,6638,79152,37077,26567,51,2242731,2
30,0,1873160,512402,75652,8823,51795,233077,18152,48,1004256,2
30,69,1873160,512402,75652,8823,51795,233077,18152,48,1004256,2
30,34,1873160,512402,75652,8823,51795,233077,18152,48,1004256,2
30,46,1873160,512402,75652,8823,51795,233077,18152,48,1004256,2
30,38,1873160,512402,75652,8823,51795,233077,18152,48,1004256,2
44,0,957021,145628,16756,2060,25163,27527,5895,61,79835,2
44,34,957021,145628,16756,2060,25163,27527,5895,61,79835,2
44,37,957021,145628,16756,2060,25163,27527,5895,61,79835,2
40,0,892961,178806,19909,2298,28203,8780,6552,56,318853,2
40,31,892961,178806,19909,2298,28203,8780,6552,56,318853,2
40,32,892961,178806,19909,2298,28203,8780,6552,56,318853,2
40,42,892961,178806,19909,2298,28203,8780,6552,56,318853,2
43,0,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,35,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,36,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,34,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,33,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,37,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,38,2045336,823569,59831,6873,101189,136758,31196,56,1840701,2
43,0,786750,127359,33307,2324,48207,10766,4365,56,196678,2
43,34,786750,127359,33307,2324,48207,10766,4365,56,196678,2
43,32,786750,127359,33307,2324,48207,10766,4365,56,196678,2
43,54,786750,127359,33307,2324,48207,10766,4365,56,196678,2
43,0,786750,127359,33307,2324,48207,10766,4365,56,196678,2
43,0,786750,127359,33307,2324,48207,10766,4365,56,196678,2
44,0,194082,220899,31430,1166,22735,28652,4934,51,597268,2
44,42,194082,220899,31430,1166,22735,28652,4934,51,597268,2
44,37,194082,220899,31430,1166,22735,28652,4934,51,597268,2
44,31,194082,220899,31430,1166,22735,28652,4934,51,597268,2
44,34,194082,220899,31430,1166,22735,28652,4934,51,597268,2
44,0,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,36,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,32,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,43,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,33,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,39,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,47,726924,157028,6342,943,34836,30047,5266,60,128831,2
44,43,726924,157028,6342,943,34836,30047,5266,60,128831,2
43,0,163192,14442,5054,809,15498,3540,1462,61,22723,2
43,59,163192,14442,5054,809,15498,3540,1462,61,22723,2
43,33,163192,14442,5054,809,15498,3540,1462,61,22723,2
43,31,163192,14442,5054,809,15498,3540,1462,61,22723,2
37,0,1608529,568843,49333,16911,118422,102349,23519,63,1653419,2
37,60,1608529,568843,49333,16911,118422,102349,23519,63,1653419,2
37,33,1608529,568843,49333,16911,118422,102349,23519,63,1653419,2
37,33,1608529,568843,49333,16911,118422,102349,23519,63,1653419,2
37,32,1608529,568843,49333,16911,118422,102349,23519,63,1653419,2
37,50,1608529,568843,49333,16911,118422,102349,23519,63,1653419,2
40,0,221618,71254,3674,575,3012,4799,890,63,56897,2
40,52,221618,71254,3674,575,3012,4799,890,63,56897,2
40,43,221618,71254,3674,575,3012,4799,890,63,56897,2
40,33,221618,71254,3674,575,3012,4799,890,63,56897,2
40,0,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
40,32,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
40,65,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
40,37,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
40,42,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
40,34,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
40,34,2084740,267937,17100,2095,31426,32438,4417,69,209032,2
37,0,834494,848791,121876,3383,36133,188214,19745,66,885247,2
37,32,834494,848791,121876,3383,36133,188214,19745,66,885247,2
37,33,834494,848791,121876,3383,36133,188214,19745,66,885247,2
37,34,834494,848791,121876,3383,36133,188214,19745,66,885247,2
37,38,834494,848791,121876,3383,36133,188214,19745,66,885247,2
35,0,792526,192064,13316,2378,20703,17247,2917,67,445096,2
35,50,792526,192064,13316,2378,20703,17247,2917,67,445096,2
35,37,792526,192064,13316,2378,20703,17247,2917,67,445096,2
35,43,792526,192064,13316,2378,20703,17247,2917,67,445096,2
35,53,792526,192064,13316,2378,20703,17247,2917,67,445096,2
35,44,792526,192064,13316,2378,20703,17247,2917,67,445096,2
47,0,178955,20719,11568,323,12349,4474,1149,53,109009,2
47,32,178955,20719,11568,323,12349,4474,1149,53,109009,2
47,32,178955,20719,11568,323,12349,4474,1149,53,109009,2
47,0,178955,20719,11568,323,12349,4474,1149,53,109009,2
47,0,178955,20719,11568,323,12349,4474,1149,53,109009,2
40,0,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,43,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,39,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,45,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,50,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,39,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,36,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,45,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,31,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
40,34,1355204,242468,10678,1598,11032,16436,9655,47,355409,2
51,0,2309880,335472,40729,1694,11523,33157,4512,56,265043,2
51,35,2309880,335472,40729,1694,11523,33157,4512,56,265043,2
51,51,2309880,335472,40729,1694,11523,33157,4512,56,265043,2
41,0,1189893,196953,19400,1135,28770,19770,4263,61,467974,2
41,35,1189893,196953,19400,1135,28770,19770,4263,61,467974,2
41,56,1189893,196953,19400,1135,28770,19770,4263,61,467974,2
41,36,1189893,196953,19400,1135,28770,19770,4263,61,467974,2
41,43,1189893,196953,19400,1135,28770,19770,4263,61,467974,2
53,0,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,35,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,33,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,33,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,32,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,45,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,36,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,56,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,38,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
53,58,1186553,128918,15674,1362,17070,30458,3731,61,140619,2
41,0,988076,168791,33306,1101,11935,21548,2314,48,513752,2
41,39,988076,168791,33306,1101,11935,21548,2314,48,513752,2
41,38,988076,168791,33306,1101,11935,21548,2314,48,513752,2
41,34,988076,168791,33306,1101,11935,21548,2314,48,513752,2
40,0,1043353,185741,14362,1404,4589,19535,8077,47,463609,2
40,32,1043353,185741,14362,1404,4589,19535,8077,47,463609,2
40,34,1043353,185741,14362,1404,4589,19535,8077,47,463609,2
40,34,1043353,185741,14362,1404,4589,19535,8077,47,463609,2
34,0,965352,217474,17845,1575,7347,45207,4507,43,360748,2
34,55,965352,217474,17845,1575,7347,45207,4507,43,360748,2
34,40,965352,217474,17845,1575,7347,45207,4507,43,360748,2
34,32,965352,217474,17845,1575,7347,45207,4507,43,360748,2
34,34,965352,217474,17845,1575,7347,45207,4507,43,360748,2
47,0,898962,88058,27148,2422,57846,48246,5698,47,100151,2
47,56,898962,88058,27148,2422,57846,48246,5698,47,100151,2
47,34,898962,88058,27148,2422,57846,48246,5698,47,100151,2
47,31,898962,88058,27148,2422,57846,48246,5698,47,100151,2
47,0,898962,88058,27148,2422,57846,48246,5698,47,100151,2
47,0,898962,88058,27148,2422,57846,48246,5698,47,100151,2
44,0,354821,43568,6162,530,5589,3138,2520,53,85739,2
44,32,354821,43568,6162,530,5589,3138,2520,53,85739,2
44,31,354821,43568,6162,530,5589,3138,2520,53,85739,2
48,0,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
48,35,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
48,43,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
48,41,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
48,36,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
48,51,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
48,36,2158754,1048261,112351,14179,116622,31047,44271,56,2021085,2
63,0,1032489,119359,33817,3074,35621,29729,5132,63,89662,2
63,64,1032489,119359,33817,3074,35621,29729,5132,63,89662,2
63,37,1032489,119359,33817,3074,35621,29729,5132,63,89662,2
63,44,1032489,119359,33817,3074,35621,29729,5132,63,89662,2
50,0,310080,62649,4197,490,6985,3727,1342,57,120761,2
50,35,310080,62649,4197,490,6985,3727,1342,57,120761,2
50,32,310080,62649,4197,490,6985,3727,1342,57,120761,2
50,34,310080,62649,4197,490,6985,3727,1342,57,120761,2
50,35,310080,62649,4197,490,6985,3727,1342,57,120761,2
43,0,354697,198230,18086,1016,33991,20277,4539,54,603974,2
43,38,354697,198230,18086,1016,33991,20277,4539,54,603974,2
43,54,354697,198230,18086,1016,33991,20277,4539,54,603974,2
54,0,205006,22040,6657,1103,6010,4469,1169,57,29294,2
54,31,205006,22040,6657,1103,6010,4469,1169,57,29294,2
54,33,205006,22040,6657,1103,6010,4469,1169,57,29294,2
54,33,205006,22040,6657,1103,6010,4469,1169,57,29294,2
54,31,205006,22040,6657,1103,6010,4469,1169,57,29294,2
54,33,205006,22040,6657,1103,6010,4469,1169,57,29294,2
34,0,219381,241477,18159,2036,57520,16927,9220,48,805507,2
34,49,219381,241477,18159,2036,57520,16927,9220,48,805507,2
50,0,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,42,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,34,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,33,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,60,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,34,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,36,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,34,194308,40026,10314,465,12142,8087,1628,54,23017,2
50,34,194308,40026,10314,465,12142,8087,1628,54,23017,2
38,0,811004,235184,25624,3054,41074,32711,6550,54,189260,2
38,47,811004,235184,25624,3054,41074,32711,6550,54,189260,2
38,37,811004,235184,25624,3054,41074,32711,6550,54,189260,2
38,48,811004,235184,25624,3054,41074,32711,6550,54,189260,2
38,0,811004,235184,25624,3054,41074,32711,6550,54,189260,2
38,0,811004,235184,25624,3054,41074,32711,6550,54,189260,2
53,0,586920,25359,4998,521,6424,3241,1035,63,29959,2
53,35,586920,25359,4998,521,6424,3241,1035,63,29959,2
53,33,586920,25359,4998,521,6424,3241,1035,63,29959,2
53,34,586920,25359,4998,521,6424,3241,1035,63,29959,2
53,35,586920,25359,4998,521,6424,3241,1035,63,29959,2
40,0,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,33,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,34,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,36,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,36,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,46,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,41,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,48,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,45,424702,313068,22275,1910,7692,7796,9329,61,288726,2
40,48,424702,313068,22275,1910,7692,7796,9329,61,288726,2
35,0,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,33,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,34,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,31,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,33,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,32,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,32,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,36,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
35,31,735182,961551,39755,5994,93245,111864,7386,70,1277985,2
27,0,1198186,338858,19808,954,21244,14963,3102,80,141585,2
26,0,265942,27892,3881,433,4970,7572,761,66,106360,2
26,56,265942,27892,3881,433,4970,7572,761,66,106360,2
26,44,265942,27892,3881,433,4970,7572,761,66,106360,2
26,33,265942,27892,3881,433,4970,7572,761,66,106360,2
26,31,265942,27892,3881,433,4970,7572,761,66,106360,2
26,32,265942,27892,3881,433,4970,7572,761,66,106360,2
29,0,979259,246098,18862,3812,9564,10557,3139,69,249500,2
29,32,979259,246098,18862,3812,9564,10557,3139,69,249500,2
29,33,979259,246098,18862,3812,9564,10557,3139,69,249500,2
29,32,979259,246098,18862,3812,9564,10557,3139,69,249500,2
29,39,979259,246098,18862,3812,9564,10557,3139,69,249500,2
35,0,454295,215569,17008,2219,7585,20589,7279,64,354995,2
35,42,454295,215569,17008,2219,7585,20589,7279,64,354995,2
35,37,454295,215569,17008,2219,7585,20589,7279,64,354995,2
35,31,454295,215569,17008,2219,7585,20589,7279,64,354995,2
37,0,1131549,643359,54113,9879,21658,90262,34987,54,710361,2
37,31,1131549,643359,54113,9879,21658,90262,34987,54,710361,2
37,31,1131549,643359,54113,9879,21658,90262,34987,54,710361,2
37,32,1131549,643359,54113,9879,21658,90262,34987,54,710361,2
37,32,1131549,643359,54113,9879,21658,90262,34987,54,710361,2
29,0,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,35,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,33,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,34,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,38,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,36,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,0,276938,214078,13948,1124,60725,4664,3658,60,640197,2
29,0,276938,214078,13948,1124,60725,4664,3658,60,640197,2
37,0,1663071,158717,32455,4719,32876,41720,5467,53,271755,2
37,66,1663071,158717,32455,4719,32876,41720,5467,53,271755,2
37,36,1663071,158717,32455,4719,32876,41720,5467,53,271755,2
35,0,365196,131317,16358,692,13486,35114,2561,44,486016,2
35,36,365196,131317,16358,692,13486,35114,2561,44,486016,2
35,34,365196,131317,16358,692,13486,35114,2561,44,486016,2
35,31,365196,131317,16358,692,13486,35114,2561,44,486016,2
35,33,365196,131317,16358,692,13486,35114,2561,44,486016,2
35,31,365196,131317,16358,692,13486,35114,2561,44,486016,2
29,0,392819,241156,17337,1385,19634,8790,10249,41,443245,2
29,34,392819,241156,17337,1385,19634,8790,10249,41,443245,2
29,44,392819,241156,17337,1385,19634,8790,10249,41,443245,2
29,34,392819,241156,17337,1385,19634,8790,10249,41,443245,2
29,43,392819,241156,17337,1385,19634,8790,10249,41,443245,2
44,0,173057,21228,4916,1005,10171,13298,3191,47,31856,2
44,34,173057,21228,4916,1005,10171,13298,3191,47,31856,2
44,34,173057,21228,4916,1005,10171,13298,3191,47,31856,2
37,0,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,33,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,33,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,31,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,38,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,35,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,48,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,49,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,35,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,33,909159,187306,13239,1270,27839,9812,10066,50,254841,2
37,34,909159,187306,13239,1270,27839,9812,10066,50,254841,2
54,0,427011,44721,15680,2557,24469,39068,2144,60,59172,2
54,32,427011,44721,15680,2557,24469,39068,2144,60,59172,2
54,32,427011,44721,15680,2557,24469,39068,2144,60,59172,2
54,33,427011,44721,15680,2557,24469,39068,2144,60,59172,2
47,0,1487464,640119,61715,7780,88071,77458,29746,57,1265902,2
47,31,1487464,640119,61715,7780,88071,77458,29746,57,1265902,2
47,43,1487464,640119,61715,7780,88071,77458,29746,57,1265902,2
47,42,1487464,640119,61715,7780,88071,77458,29746,57,1265902,2
47,56,1487464,640119,61715,7780,88071,77458,29746,57,1265902,2
47,32,1487464,640119,61715,7780,88071,77458,29746,57,1265902,2
53,0,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,37,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,34,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,33,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,32,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,35,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,47,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,32,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,0,426077,187567,32117,2213,13512,15698,4453,53,393676,2
53,0,426077,187567,32117,2213,13512,15698,4453,53,393676,2
38,0,1680113,1074726,70620,9390,60650,210343,30035,57,1861271,2
38,32,1680113,1074726,70620,9390,60650,210343,30035,57,1861271,2
38,36,1680113,1074726,70620,9390,60650,210343,30035,57,1861271,2
38,41,1680113,1074726,70620,9390,60650,210343,30035,57,1861271,2
47,0,270614,150146,18914,2213,30555,52689,5599,64,110657,2
47,31,270614,150146,18914,2213,30555,52689,5599,64,110657,2
47,34,270614,150146,18914,2213,30555,52689,5599,64,110657,2
48,0,2206492,529327,125007,5473,124028,100570,30410,63,1325006,2
48,32,2206492,529327,125007,5473,124028,100570,30410,63,1325006,2
44,0,979462,148197,10684,3196,10898,31773,3355,57,181969,2
44,41,979462,148197,10684,3196,10898,31773,3355,57,181969,2
44,36,979462,148197,10684,3196,10898,31773,3355,57,181969,2
44,31,979462,148197,10684,3196,10898,31773,3355,57,181969,2
43,0,1348637,1134764,66760,6399,67064,101497,26236,57,2323954,2
43,35,1348637,1134764,66760,6399,67064,101497,26236,57,2323954,2
34,0,211028,69075,2530,853,1566,3254,1606,64,25889,2
34,40,211028,69075,2530,853,1566,3254,1606,64,25889,2
41,0,1032683,79069,26521,6025,34238,16491,8101,75,58355,2
41,45,1032683,79069,26521,6025,34238,16491,8101,75,58355,2
41,36,1032683,79069,26521,6025,34238,16491,8101,75,58355,2
41,36,1032683,79069,26521,6025,34238,16491,8101,75,58355,2
41,31,1032683,79069,26521,6025,34238,16491,8101,75,58355,2
43,0,220796,63215,5081,807,1658,11095,1622,77,70736,2
43,36,220796,63215,5081,807,1658,11095,1622,77,70736,2
43,33,220796,63215,5081,807,1658,11095,1622,77,70736,2
43,36,220796,63215,5081,807,1658,11095,1622,77,70736,2
43,31,220796,63215,5081,807,1658,11095,1622,77,70736,2
41,0,369167,169640,13040,1168,30944,18972,5014,70,580822,2
41,48,369167,169640,13040,1168,30944,18972,5014,70,580822,2
41,38,369167,169640,13040,1168,30944,18972,5014,70,580822,2
41,35,369167,169640,13040,1168,30944,18972,5014,70,580822,2
41,49,369167,169640,13040,1168,30944,18972,5014,70,580822,2
41,35,369167,169640,13040,1168,30944,18972,5014,70,580822,2
50,0,1505338,443742,74314,16737,139634,105048,33053,60,621751,2
50,51,1505338,443742,74314,16737,139634,105048,33053,60,621751,2
50,33,1505338,443742,74314,16737,139634,105048,33053,60,621751,2
50,32,1505338,443742,74314,16737,139634,105048,33053,60,621751,2
50,0,1505338,443742,74314,16737,139634,105048,33053,60,621751,2
50,0,1505338,443742,74314,16737,139634,105048,33053,60,621751,2
38,0,138708,108296,27883,1055,40558,36913,3063,48,388939,2
38,42,138708,108296,27883,1055,40558,36913,3063,48,388939,2
38,51,138708,108296,27883,1055,40558,36913,3063,48,388939,2
38,44,138708,108296,27883,1055,40558,36913,3063,48,388939,2
41,0,183388,104575,23363,2712,14094,10753,2827,38,390717,2
41,53,183388,104575,23363,2712,14094,10753,2827,38,390717,2
41,34,183388,104575,23363,2712,14094,10753,2827,38,390717,2
41,35,183388,104575,23363,2712,14094,10753,2827,38,390717,2
41,34,183388,104575,23363,2712,14094,10753,2827,38,390717,2
54,0,408987,165107,26951,2519,17717,12014,4974,47,205549,2
54,43,408987,165107,26951,2519,17717,12014,4974,47,205549,2
54,35,408987,165107,26951,2519,17717,12014,4974,47,205549,2
50,0,1690140,723918,84992,7124,57827,116110,14131,41,1733264,2
50,57,1690140,723918,84992,7124,57827,116110,14131,41,1733264,2
50,39,1690140,723918,84992,7124,57827,116110,14131,41,1733264,2
50,34,1690140,723918,84992,7124,57827,116110,14131,41,1733264,2
50,62,1690140,723918,84992,7124,57827,116110,14131,41,1733264,2
50,32,1690140,723918,84992,7124,57827,116110,14131,41,1733264,2
54,0,150123,31056,4307,1344,7113,11117,1441,53,16958,2
54,31,150123,31056,4307,1344,7113,11117,1441,53,16958,2
54,48,150123,31056,4307,1344,7113,11117,1441,53,16958,2
54,42,150123,31056,4307,1344,7113,11117,1441,53,16958,2
50,0,1033728,223133,14717,1958,21656,12103,7229,64,266760,2
50,36,1033728,223133,14717,1958,21656,12103,7229,64,266760,2
50,33,1033728,223133,14717,1958,21656,12103,7229,64,266760,2
50,40,1033728,223133,14717,1958,21656,12103,7229,64,266760,2
41,0,372634,218383,16931,1521,34963,13498,4746,66,278653,2
41,53,372634,218383,16931,1521,34963,13498,4746,66,278653,2
41,35,372634,218383,16931,1521,34963,13498,4746,66,278653,2
41,34,372634,218383,16931,1521,34963,13498,4746,66,278653,2
41,35,372634,218383,16931,1521,34963,13498,4746,66,278653,2
37,0,1135243,142045,10056,1959,21606,32393,3524,66,318274,2
37,32,1135243,142045,10056,1959,21606,32393,3524,66,318274,2
24,0,589988,196267,17247,1891,35357,13082,6669,54,609093,2
24,43,589988,196267,17247,1891,35357,13082,6669,54,609093,2
24,40,589988,196267,17247,1891,35357,13082,6669,54,609093,2
26,0,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,39,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,32,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,55,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,37,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,34,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,0,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,0,2055925,110126,15394,4769,25504,25871,9209,48,293795,2
26,0,1164707,138781,19390,2320,16024,18488,2356,38,453336,2
26,39,1164707,138781,19390,2320,16024,18488,2356,38,453336,2
26,33,1164707,138781,19390,2320,16024,18488,2356,38,453336,2
34,0,719597,208908,15639,815,42634,20674,2589,50,146479,2
34,32,719597,208908,15639,815,42634,20674,2589,50,146479,2
34,33,719597,208908,15639,815,42634,20674,2589,50,146479,2
34,43,719597,208908,15639,815,42634,20674,2589,50,146479,2
44,0,966092,161426,26564,2929,19870,19049,3930,57,179295,2
44,40,966092,161426,26564,2929,19870,19049,3930,57,179295,2
44,34,966092,161426,26564,2929,19870,19049,3930,57,179295,2
47,0,911538,115308,12669,1795,36056,9801,12592,69,100774,2
47,34,911538,115308,12669,1795,36056,9801,12592,69,100774,2
47,33,911538,115308,12669,1795,36056,9801,12592,69,100774,2
47,31,911538,115308,12669,1795,36056,9801,12592,69,100774,2
44,0,179087,58687,3555,390,788,2172,1008,78,69331,2
44,32,179087,58687,3555,390,788,2172,1008,78,69331,2
44,33,179087,58687,3555,390,788,2172,1008,78,69331,2
44,56,179087,58687,3555,390,788,2172,1008,78,69331,2
44,36,179087,58687,3555,390,788,2172,1008,78,69331,2
41,0,76371,58796,8132,468,1202,3396,2894,61,87254,2
41,31,76371,58796,8132,468,1202,3396,2894,61,87254,2
